id,theme
1000355,High speed and special ops
1000355,Superheroes in action-packed battles with villains
1000355,Explosive and action-packed heroes vs. villains
1000355,Intense combat and martial arts
1000355,Action comedy and silly heroics
"1000356,""Gags, jokes, and slapstick humor"""
1000356,Charming romances and delightful chemistry
1000356,Funny jokes and crude humor
1000356,Relationship comedy
1000356,Laugh-out-loud relationship entanglements
1000356,Crude humor and satire
1000356,Catchy songs and hilarious musical comedy
1000357,Powerful poetic and passionate drama
"1000357,""Brutal, violent prison drama"""
"1000357,""Violent action, guns, and crime"""
1000357,Racism and the powerful fight for justice
1000357,Politics and human rights
"1000357,""Crime, drugs and gangsters"""
1000357,Violent crime and drugs
1000358,War and historical adventure
1000358,Epic history and literature
1000358,Nazis and World War II
1000358,Bravery in War
1000358,Captivating relationships and charming romance
1000358,Military combat and heroic soldiers
1000358,Exciting spy thrillers with tense intrigue
1000359,Dazzling vocal performances and musicals
1000359,Teen school antics and laughter
1000359,Catchy songs and hilarious musical comedy
1000359,Dance rhythms and catchy tunes
1000359,Underdogs and coming of age
1000359,Crude humor and satire
1000359,Song and dance
1000359,Legendary musicians and stardom
1000360,Explosive and action-packed heroes vs. villains
1000360,Military combat and heroic soldiers
1000360,Disastrous voyages and heroic survival
1000360,Bravery in War
1000360,Underdogs and coming of age
1000360,War and historical adventure
1000360,Air pilot heroism and survival
1000361,Imaginative space odysseys and alien encounters
1000361,Action-packed space and alien sagas
1000361,Superheroes in action-packed battles with villains
1000361,Sci-fi monster and dinosaur adventures
1000361,Epic history and literature
"1000361,""Monsters, aliens, sci-fi and the apocalypse"""
1000361,Epic heroes
"1000361,""Fantasy adventure, heroism, and swordplay"""
1000362,Epic heroes
"1000362,""Monsters, aliens, sci-fi and the apocalypse"""
1000362,Action-packed space and alien sagas
1000362,Superheroes in action-packed battles with villains
"1000362,""Fantasy adventure, heroism, and swordplay"""
1000362,Action comedy and silly heroics
1000362,Sci-fi monster and dinosaur adventures
1000363,Intense combat and martial arts
1000363,Emotional and captivating fantasy storytelling
1000363,Captivating relationships and charming romance
1000363,Humanity and the world around us
1000363,Tragic sadness and captivating beauty
"1000363,""Crime, drugs and gangsters"""
"1000363,""Violent action, guns, and crime"""
1000364,Fairy-tale fantasy and enchanted magic
1000364,Adorable animals and heartwarming families
1000364,Holiday joy and heartwarming Christmas
1000364,Emotional and captivating fantasy storytelling
1000364,Kids' animated fun and adventure
"1000365,""Creepy, chilling, and terrifying horror"""
"1000365,""Spooky, scary comedy"""
1000365,Survival horror and zombie carnage
"1000365,""Horror, the undead and monster classics"""
"1000365,""Terrifying, haunted, and supernatural horror"""
"1000365,""Monsters, aliens, sci-fi and the apocalypse"""
"1000365,""Gory, gruesome, and slasher horror"""
1000366,Survival horror and zombie carnage
"1000366,""Spooky, scary comedy"""
1000366,Gothic and eerie haunting horror
"1000366,""Terrifying, haunted, and supernatural horror"""
1000366,Thrillers and murder mysteries
1000366,Intense violence and sexual transgression
"1000366,""Gory, gruesome, and slasher horror"""
"1000366,""Horror, the undead and monster classics"""
"1000367,""Horror, the undead and monster classics"""
1000367,Thrillers and murder mysteries
1000367,Intense violence and sexual transgression
"1000367,""Gory, gruesome, and slasher horror"""
1000367,Gothic and eerie haunting horror
1000367,Survival horror and zombie carnage
"1000367,""Terrifying, haunted, and supernatural horror"""
1000367,Suspenseful crime thrillers
"1000368,""Engaging, intense crime and casino drama"""
1000368,Touching and sentimental family stories
1000368,Quirky and endearing relationships
1000368,Powerful stories of heartbreak and suffering
1000368,Relationship comedy
1000368,Song and dance
1000368,Underdogs and coming of age
1000368,Moving relationship stories
1000368,Laugh-out-loud relationship entanglements
1000369,Teen school antics and laughter
1000369,Charming romances and delightful chemistry
1000369,Dazzling vocal performances and musicals
1000369,Captivating relationships and charming romance
1000369,Song and dance
1000369,Underdogs and coming of age
1000369,Relationship comedy
1000369,Dance rhythms and catchy tunes
1000370,Lavish dramas and sumptuous royalty
"1000370,""Politics, propaganda, and political documentaries"""
1000370,Riveting political and presidential drama
1000370,Surreal and thought-provoking visions of life and death
1000370,Epic history and literature
1000370,Humanity and the world around us
1000370,Politics and human rights
1000370,Emotional life of renowned artists
1000371,Thrillers and murder mysteries
1000371,Suspenseful crime thrillers
1000371,Intriguing and suspenseful murder mysteries
1000371,Noir and dark crime dramas
"1000371,""Violent action, guns, and crime"""
1000371,Graphic violence and brutal revenge
1000372,Laugh-out-loud relationship entanglements
1000372,Funny jokes and crude humor
1000372,Catchy songs and hilarious musical comedy
1000372,Underdogs and coming of age
1000372,Teen school antics and laughter
1000372,Student coming-of-age challenges
1000372,Relationship comedy
1000373,Epic heroes
"1000373,""Monsters, aliens, sci-fi and the apocalypse"""
1000373,Thought-provoking sci-fi action and future technology
1000373,Action-packed space and alien sagas
1000373,Imaginative space odysseys and alien encounters
1000373,Superheroes in action-packed battles with villains
"1000373,""Fantasy adventure, heroism, and swordplay"""
1000374,Underdogs and coming of age
1000374,Teen friendship and coming-of-age
1000374,Emotional and touching family dramas
1000374,Adorable animals and heartwarming families
1000374,Teen school antics and laughter
1000374,Student coming-of-age challenges
1000375,Holiday joy and heartwarming Christmas
1000375,Fairy-tale fantasy and enchanted magic
1000375,Adorable animals and heartwarming families
1000375,Intense combat and martial arts
1000375,Epic heroes
1000375,Kids' animated fun and adventure
"1000376,""Fantasy adventure, heroism, and swordplay"""
1000376,Action comedy and silly heroics
1000376,Explosive and action-packed heroes vs. villains
"1000376,""Violent action, guns, and crime"""
1000376,Westerns
1000376,High speed and special ops
1000376,Epic heroes
1000376,Intense combat and martial arts
1000377,Historical battles and epic heroism
1000377,War and historical adventure
1000377,Epic history and literature
1000377,Military combat and heroic soldiers
1000377,Bravery in War
1000377,Nazis and World War II
1000377,Heartbreaking and moving family drama
1000378,Dangerous technology and the apocalypse
1000378,Action-packed space and alien sagas
1000378,Humanity's odyssey: earth and beyond
1000378,Imaginative space odysseys and alien encounters
1000378,Thought-provoking sci-fi action and future technology
"1000378,""Monsters, aliens, sci-fi and the apocalypse"""
"1000379,""Horror, the undead and monster classics"""
"1000379,""Monsters, aliens, sci-fi and the apocalypse"""
"1000379,""Gory, gruesome, and slasher horror"""
"1000379,""Terrifying, haunted, and supernatural horror"""
1000379,Survival horror and zombie carnage
"1000379,""Sci-fi horror, creatures, and aliens"""
1000379,Chilling experiments and classic monster horror
1000380,Crude humor and satire
1000380,Bloody vampire horror
"1000380,""Gory, gruesome, and slasher horror"""
"1000380,""Spooky, scary comedy"""
"1000380,""Horror, the undead and monster classics"""
1000380,Survival horror and zombie carnage
"1000380,""Monsters, aliens, sci-fi and the apocalypse"""
1000380,Extreme gory horror and cannibalism
1000381,Heartbreaking and moving family drama
1000381,Touching and sentimental family stories
"1000381,""Religious faith, sin, and forgiveness"""
1000381,Emotional and touching family dramas
1000381,Faith and religion
1000381,Moving relationship stories
1000381,Tragic sadness and captivating beauty
1000382,Faith and religion
"1000382,""Brutal, violent prison drama"""
1000382,Faith and spiritual journeys
"1000382,""Religious faith, sin, and forgiveness"""
1000382,Lavish dramas and sumptuous royalty
1000382,Surreal and thought-provoking visions of life and death
"1000383,""Dreamlike, quirky, and surreal storytelling"""
1000383,Gothic and eerie haunting horror
1000383,Challenging or sexual themes & twists
1000383,Surreal and thought-provoking visions of life and death
1000383,Intense violence and sexual transgression
1000383,Moving relationship stories
1000383,Humanity and the world around us
1000383,Powerful stories of heartbreak and suffering
1000384,Quirky and endearing relationships
1000384,Touching and sentimental family stories
1000384,Charming romances and delightful chemistry
1000384,Laugh-out-loud relationship entanglements
1000384,Holiday joy and heartwarming Christmas
1000384,Moving relationship stories
1000384,Song and dance
1000384,Relationship comedy
1000385,Holiday joy and heartwarming Christmas
1000385,Kids' animated fun and adventure
1000385,Fairy-tale fantasy and enchanted magic
1000385,Adorable animals and heartwarming families
1000385,Action-packed space and alien sagas
1000386,Sci-fi monster and dinosaur adventures
1000386,Imaginative space odysseys and alien encounters
1000386,Emotional and captivating fantasy storytelling
"1000386,""Monsters, aliens, sci-fi and the apocalypse"""
1000386,Thought-provoking sci-fi action and future technology
1000386,Epic heroes
1000386,Intense combat and martial arts
1000387,Powerful stories of heartbreak and suffering
"1000387,""Gripping, intense violent crime"""
1000387,Adorable animals and heartwarming families
1000387,Heartbreaking and moving family drama
1000387,Emotional and touching family dramas
1000387,Faith and religion
1000387,Intense violence and sexual transgression
1000387,Moving relationship stories
1000388,Surreal and thought-provoking visions of life and death
1000388,Tragic sadness and captivating beauty
1000388,Heartbreaking and moving family drama
1000388,Powerful stories of heartbreak and suffering
1000388,Politics and human rights
1000388,Humanity and the world around us
1000388,Moving relationship stories
1000388,Humanity's odyssey: earth and beyond
1000389,Crude humor and satire
"1000389,""Gags, jokes, and slapstick humor"""
"1000389,""Spooky, scary comedy"""
1000389,Action comedy and silly heroics
